external_gene_name
ENSG00000004487	KDM1A
ENSG00000113141	IK
ENSG00000113194	FAF2
ENSG00000113196	HAND1
ENSG00000113205	PCDHB3
ENSG00000113209	PCDHB5
ENSG00000113248	PCDHB15
ENSG00000113249	HAVCR1
ENSG00000113263	ITK
ENSG00000113272	THG1L
ENSG00000113282	CLINT1
ENSG00000113312	TTC1
ENSG00000113327	GABRG2
ENSG00000113328	CCNG1
ENSG00000113552	GNPDA1
ENSG00000113555	PCDH12
ENSG00000113578	FGF1
ENSG00000113580	NR3C1
ENSG00000113643	RARS1
ENSG00000113645	WWC1
ENSG00000113649	TCERG1
ENSG00000113657	DPYSL3
ENSG00000113712	CSNK1A1
ENSG00000113716	HMGXB3
ENSG00000113719	ERGIC1
ENSG00000113721	PDGFRB
ENSG00000113722	CDX1
ENSG00000113732	ATP6V0E1
ENSG00000113734	BNIP1
ENSG00000113739	STC2
ENSG00000113742	CPEB4
ENSG00000113749	HRH2
ENSG00000118322	ATP10B
ENSG00000120129	DUSP1
ENSG00000120137	PANK3
ENSG00000120149	MSX2
ENSG00000120306	CYSTM1
ENSG00000120314	WDR55
ENSG00000120318	ARAP3
ENSG00000120324	PCDHB10
ENSG00000120705	ETF1
ENSG00000120709	FAM53C
ENSG00000120725	SIL1
ENSG00000120727	PAIP2
ENSG00000120729	MYOT
ENSG00000120733	KDM3B
ENSG00000120738	EGR1
ENSG00000122203	KIAA1191
ENSG00000123643	SLC36A1
ENSG00000127743	IL17B
ENSG00000131495	NDUFA2
ENSG00000131504	DIAPH1
ENSG00000131507	NDFIP1
ENSG00000131508	UBE2D2
ENSG00000132563	REEP2
ENSG00000132912	DCTN4
ENSG00000132915	PDE6A
ENSG00000133706	LARS1
ENSG00000133710	SPINK5
ENSG00000134516	DOCK2
ENSG00000135074	ADAM19
ENSG00000135077	HAVCR2
ENSG00000135083	CCNJL
ENSG00000145817	YIPF5
ENSG00000145819	ARHGAP26
ENSG00000145850	TIMD4
ENSG00000145860	RNF145
ENSG00000145861	C1QTNF2
ENSG00000145863	GABRA6
ENSG00000145864	GABRB2
ENSG00000145868	FBXO38
ENSG00000145882	PCYOX1L
ENSG00000145888	GLRA1
ENSG00000145901	TNIP1
ENSG00000145907	G3BP1
ENSG00000145908	ZNF300
ENSG00000145919	BOD1
ENSG00000145920	CPLX2
ENSG00000145934	TENM2
ENSG00000145936	KCNMB1
ENSG00000146001	PCDHB18P
ENSG00000146005	PSD2
ENSG00000146006	LRRTM2
ENSG00000146007	ZMAT2
ENSG00000146013	GFRA3
ENSG00000146066	HIGD2A
ENSG00000146083	RNF44
ENSG00000155506	LARP1
ENSG00000155508	CNOT8
ENSG00000155511	GRIA1
ENSG00000155846	PPARGC1B
ENSG00000155850	SLC26A2
ENSG00000155858	LSM11
ENSG00000155868	MED7
ENSG00000156427	FGF18
ENSG00000156453	PCDH1
ENSG00000156463	SH3RF2
ENSG00000156475	PPP2R2B
ENSG00000157510	AFAP1L1
ENSG00000158402	CDC25C
ENSG00000158458	NRG2
ENSG00000164265	SCGB3A2
ENSG00000164266	SPINK1
ENSG00000164270	HTR4
ENSG00000164284	GRPEL2
ENSG00000164296	TIGD6
ENSG00000164330	EBF1
ENSG00000164332	UBLCP1
ENSG00000164438	TLX3
ENSG00000164463	CREBRF
ENSG00000164466	SFXN1
ENSG00000164574	GALNT10
ENSG00000164576	SAP30L
ENSG00000164587	RPS14
ENSG00000164591	MYOZ3
ENSG00000164609	SLU7
ENSG00000164611	PTTG1
ENSG00000164620	RELL2
ENSG00000168246	UBTD2
ENSG00000168269	FOXI1
ENSG00000169247	SH3TC2
ENSG00000169252	ADRB2
ENSG00000169258	GPRIN1
ENSG00000169302	STK32A
ENSG00000170085	SIMC1
ENSG00000170091	NSG2
ENSG00000170214	ADRA1B
ENSG00000170231	FABP6
ENSG00000170234	PWWP2A
ENSG00000170271	FAXDC2
ENSG00000170445	HARS1
ENSG00000170458	CD14
ENSG00000170464	DNAJC18
ENSG00000170469	SPATA24
ENSG00000170476	MZB1
ENSG00000170482	SLC23A1
ENSG00000170584	NUDCD2
ENSG00000170624	SGCD
ENSG00000171604	CXXC5
ENSG00000171720	HDAC3
ENSG00000171815	PCDHB1
ENSG00000171992	SYNPO
ENSG00000172548	NIPAL4
ENSG00000173210	ABLIM3
ENSG00000173261	PLAC8L1
ENSG00000174705	SH3PXD2B
ENSG00000175414	ARL10
ENSG00000175416	CLTB
ENSG00000175766	EIF4E1B
ENSG00000176049	JAKMIP2
ENSG00000176087	SLC35A4
ENSG00000177556	ATOX1
ENSG00000178776	C5orf46
ENSG00000178913	TAF7
ENSG00000181163	NPM1
ENSG00000182132	KCNIP1
ENSG00000182578	CSF1R
ENSG00000182700	IGIP
ENSG00000183072	NKX2-5
ENSG00000183111	ARHGEF37
ENSG00000183775	KCTD16
ENSG00000183876	ARSI
ENSG00000184347	SLIT3
ENSG00000184584	STING1
ENSG00000184845	DRD1
ENSG00000185056	C5orf47
ENSG00000185129	PURA
ENSG00000186314	PRELID2
ENSG00000186334	SLC36A3
ENSG00000186335	SLC36A2
ENSG00000187678	SPRY4
ENSG00000188573	FBLL1
ENSG00000196743	GM2A
ENSG00000196800	SPINK14
ENSG00000197043	ANXA6
ENSG00000197083	ZNF300P1
ENSG00000197479	PCDHB11
ENSG00000197948	FCHSD1
ENSG00000198624	CCDC69
ENSG00000199035	MIR103A1
ENSG00000199468	RNU6-556P
ENSG00000199880	RNU6-888P
ENSG00000199990	VTRNA1-1
ENSG00000200235	AC116353.1
ENSG00000200378	RNU5B-4P
ENSG00000200648	RNU6-226P
ENSG00000200959	SNORA74A
ENSG00000201532	RNA5SP194
ENSG00000202515	VTRNA1-3
ENSG00000204758	AC008429.1
ENSG00000204764	RANBP17
ENSG00000204767	INSYN2B
ENSG00000204909	SPINK9
ENSG00000204928	GRXCR2
ENSG00000204961	PCDHA9
ENSG00000204962	PCDHA8
ENSG00000204963	PCDHA7
ENSG00000204965	PCDHA5
ENSG00000204967	PCDHA4
ENSG00000206845	RNU6-209P
ENSG00000206989	SNORD63
ENSG00000207020	AC010378.1
ENSG00000207420	AC091934.1
ENSG00000211445	GPX3
ENSG00000212402	SNORA74B
ENSG00000212529	AC024561.1
ENSG00000213376	GAPDHP71
ENSG00000213386	AC022217.2
ENSG00000213414	AC008677.1
ENSG00000213433	RPLP1P6
ENSG00000213523	SRA1
ENSG00000214357	NEURL1B
ENSG00000214360	EFCAB9
ENSG00000214485	RPL7P1
ENSG00000214510	SPINK13
ENSG00000221552	MIR1303
ENSG00000221886	ZBED8
ENSG00000222102	RN7SKP232
ENSG00000222937	SNORD63B
ENSG00000223908	AC068657.2
ENSG00000224012	AC116917.1
ENSG00000225147	RPS12P10
ENSG00000226040	AC005740.1
ENSG00000226272	ARHGAP26-AS1
ENSG00000226650	KIF4B
ENSG00000228672	PROB1
ENSG00000228737	AC008781.1
ENSG00000229119	AC026403.1
ENSG00000230551	AC021078.1
ENSG00000231185	SPRY4-AS1
ENSG00000231579	RPL7P21
ENSG00000231989	PPP1R2B
ENSG00000233913	RPL10P9
ENSG00000234511	C5orf58
ENSG00000235172	LINC01366
ENSG00000236714	LINC01844
ENSG00000239317	AC091959.1
ENSG00000239389	PCDHA13
ENSG00000239602	AC091959.2
ENSG00000240184	PCDHGC3
ENSG00000240518	AC116353.2
ENSG00000240764	PCDHGC5
ENSG00000241112	RPL29P14
ENSG00000241187	AC008379.1
ENSG00000241458	RPL7P19
ENSG00000241907	RPS20P4
ENSG00000241956	AC109466.1
ENSG00000242683	RPL12P21
ENSG00000243056	EIF4EBP3
ENSG00000243232	PCDHAC2
ENSG00000244331	AC008677.2
ENSG00000245146	MALINC1
ENSG00000245275	SAP30L-AS1
ENSG00000246323	AC113382.1
ENSG00000246422	DIAPH1-AS1
ENSG00000247199	AC011346.1
ENSG00000248383	PCDHAC1
ENSG00000248484	AC113391.1
ENSG00000248493	AC005351.1
ENSG00000248544	AC008676.1
ENSG00000248568	KRT8P48
ENSG00000248596	AC139491.2
ENSG00000248626	GAPDHP40
ENSG00000248647	AC012613.1
ENSG00000248859	LINC01574
ENSG00000249031	SUMO2P6
ENSG00000249035	CLMAT3
ENSG00000249158	PCDHA11
ENSG00000249229	NAMPTP2
ENSG00000249306	LINC01411
ENSG00000249484	LINC01470
ENSG00000249503	HMGN1P16
ENSG00000249526	AC008667.1
ENSG00000249593	AC011405.1
ENSG00000249637	AC008438.1
ENSG00000249669	CARMN
ENSG00000249738	AC008691.1
ENSG00000249851	RPS27AP18
ENSG00000249881	AC008696.2
ENSG00000249971	AC104116.1
ENSG00000250025	AC011396.2
ENSG00000250069	AC011379.1
ENSG00000250072	SH3TC2-DT
ENSG00000250120	PCDHA10
ENSG00000250159	AC106791.1
ENSG00000250256	AC108112.1
ENSG00000250274	AC034199.1
ENSG00000250309	AC008453.1
ENSG00000250343	STK32A-AS1
ENSG00000250346	EEF1GP2
ENSG00000250347	AC005740.2
ENSG00000250635	CXXC5-AS1
ENSG00000250801	AC138965.1
ENSG00000250820	AC138965.2
ENSG00000250842	AC137770.1
ENSG00000250909	AC138956.1
ENSG00000251018	HMMR-AS1
ENSG00000251122	NIFKP2
ENSG00000251330	AC114939.1
ENSG00000251387	AC008667.3
ENSG00000251405	AC016571.1
ENSG00000251414	AC138956.2
ENSG00000251446	AC113391.2
ENSG00000251453	HAUS1P1
ENSG00000251458	AC139491.4
ENSG00000251556	AC091887.1
ENSG00000251583	MFFP2
ENSG00000251623	AC139491.5
ENSG00000251664	PCDHA12
ENSG00000251667	BRCC3P1
ENSG00000251670	AC113346.2
ENSG00000251842	RNU6-732P
ENSG00000252213	SNORA74D
ENSG00000252533	RNU6-572P
ENSG00000253109	RPL12P22
ENSG00000253141	AC008632.1
ENSG00000253146	CIR1P1
ENSG00000253159	PCDHGA12
ENSG00000253172	AC008378.2
ENSG00000253213	USP12P1
ENSG00000253218	KLF3P1
ENSG00000253219	KRT18P41
ENSG00000253256	AC134043.2
ENSG00000253261	AC008410.1
ENSG00000253295	AC022217.3
ENSG00000253298	LINC01845
ENSG00000253305	PCDHGB6
ENSG00000253311	LINC01847
ENSG00000253331	AC008662.1
ENSG00000253348	AC008514.1
ENSG00000253404	AC034243.1
ENSG00000253428	LINC01942
ENSG00000253445	AC027309.1
ENSG00000253485	PCDHGA5
ENSG00000253522	MIR3142HG
ENSG00000253527	AC008601.1
ENSG00000253537	PCDHGA7
ENSG00000253591	KCNIP1-AS1
ENSG00000253600	AC008446.1
ENSG00000253618	GRPEL2-AS1
ENSG00000253646	AC010476.1
ENSG00000253647	KCNIP1-OT1
ENSG00000253653	AC009185.1
ENSG00000253683	AC027309.2
ENSG00000253686	LINC01484
ENSG00000253693	AC008415.1
ENSG00000253713	AC091819.2
ENSG00000253731	PCDHGA6
ENSG00000253736	AC022217.4
ENSG00000253743	MARK2P11
ENSG00000253767	PCDHGA8
ENSG00000253772	AC112191.1
ENSG00000253785	AC008429.2
ENSG00000253846	PCDHGA10
ENSG00000253852	AC011383.1
ENSG00000253858	AC008619.1
ENSG00000253861	SLC2A3P1
ENSG00000253873	PCDHGA11
ENSG00000253886	AC026688.1
ENSG00000253897	AC034205.2
ENSG00000253921	AC091982.1
ENSG00000253925	AC011369.1
ENSG00000253946	AC008489.1
ENSG00000253965	AC008438.2
ENSG00000253966	AC008514.2
ENSG00000253978	AC026689.1
ENSG00000253980	AC010609.1
ENSG00000254011	AC011333.1
ENSG00000254012	RPL10P8
ENSG00000254066	LINC01938
ENSG00000254099	AC005740.3
ENSG00000254122	PCDHGB7
ENSG00000254130	LINC01947
ENSG00000254135	AC091939.1
ENSG00000254163	AC025434.1
ENSG00000254171	AC114321.1
ENSG00000254186	AC113414.1
ENSG00000254187	AC008708.2
ENSG00000254211	LINC01485
ENSG00000254221	PCDHGB1
ENSG00000254226	LINC01933
ENSG00000254245	PCDHGA3
ENSG00000254252	RPL7P20
ENSG00000254295	AC008429.3
ENSG00000254297	AC091820.1
ENSG00000254299	LINC01944
ENSG00000254328	AC008429.4
ENSG00000254333	NDST1-AS1
ENSG00000254363	AC011379.2
ENSG00000254365	AC091820.2
ENSG00000254373	AC112191.2
ENSG00000254996	ANKHD1-EIF4EBP3
ENSG00000256235	SMIM3
ENSG00000256453	DND1
ENSG00000261757	AC005592.1
ENSG00000265740	RN7SL339P
ENSG00000266329	MIR4281
ENSG00000266890	MIR4634
ENSG00000270243	AC022217.5
ENSG00000270442	AC008725.1
ENSG00000270839	AC091393.1
ENSG00000271196	AC113403.1
ENSG00000271792	AC008667.4
ENSG00000271795	AC011337.1
ENSG00000272070	AC005618.1
ENSG00000272108	AC244517.1
ENSG00000272154	AC244517.2
ENSG00000272197	RN7SL803P
ENSG00000272255	AC113361.1
ENSG00000272742	AC135457.1
ENSG00000274721	AC091825.1
ENSG00000275038	AC091980.2
ENSG00000275506	H3P25
ENSG00000275740	AC091959.3
ENSG00000275765	AC091982.3
ENSG00000276547	PCDHGB5
ENSG00000276778	LINC02227
ENSG00000277039	AC112169.1
ENSG00000277568	AC011375.1
ENSG00000277968	AC091825.2
ENSG00000278915	AC005609.3
ENSG00000278936	AC244517.4
ENSG00000278946	AC005609.4
ENSG00000279047	AC244517.5
ENSG00000279068	AC244517.6
ENSG00000279204	AC134043.3
ENSG00000279558	AC244517.9
ENSG00000279679	AC091925.2
ENSG00000279686	AC142391.1
ENSG00000279726	AC005609.5
ENSG00000279983	AC244517.10
ENSG00000280029	AC244517.11
ENSG00000280047	AC091825.3
ENSG00000280646	RNA5SP196
ENSG00000280776	LINC01202
ENSG00000280780	JAKMIP2-AS1
ENSG00000280987	MATR3
ENSG00000281398	SNHG4
ENSG00000283155	AC116353.5
ENSG00000283235	AC139493.2
ENSG00000283602	AC116353.6
ENSG00000284325	MIR3655
ENSG00000285476	AC139491.7
ENSG00000285605	AC109441.1
ENSG00000285736	AC131025.3
ENSG00000285868	AC008676.3
ENSG00000285914	AC022440.1
ENSG00000007944	MYLIP
ENSG00000008083	JARID2
ENSG00000010017	RANBP9
ENSG00000010704	HFE
ENSG00000021355	SERPINB1
ENSG00000026950	BTN3A1
ENSG00000027847	B4GALT7
ENSG00000037280	FLT4
ENSG00000047579	DTNBP1
ENSG00000050393	MCUR1
ENSG00000050748	MAPK9
ENSG00000050767	COL23A1
ENSG00000054598	FOXC1
ENSG00000078401	EDN1
ENSG00000079689	SCGN
ENSG00000079691	CARMIL1
ENSG00000087116	ADAMTS2
ENSG00000087206	UIMC1
ENSG00000095951	HIVEP1
ENSG00000096654	ZNF184
ENSG00000096696	DSP
ENSG00000111801	BTN3A3
ENSG00000111802	TDP2
ENSG00000111837	MAK
ENSG00000111843	TMEM14C
ENSG00000111845	PAK1IP1
ENSG00000111846	GCNT2
ENSG00000111859	NEDD9
ENSG00000111863	ADTRP
ENSG00000111913	RIPOR2
ENSG00000112137	PHACTR1
ENSG00000112149	CD83
ENSG00000112183	RBM24
ENSG00000112186	CAP2
ENSG00000112242	E2F3
ENSG00000112293	GPLD1
ENSG00000112294	ALDH5A1
ENSG00000112304	ACOT13
ENSG00000112308	C6orf62
ENSG00000112312	GMNN
ENSG00000112337	SLC17A2
ENSG00000112343	TRIM38
ENSG00000112679	DUSP22
ENSG00000112685	EXOC2
ENSG00000112699	GMDS
ENSG00000112739	PRPF4B
ENSG00000112763	BTN2A1
ENSG00000112812	PRSS16
ENSG00000113240	CLK4
ENSG00000113262	GRM6
ENSG00000113269	RNF130
ENSG00000113300	CNOT6
ENSG00000113303	BTNL8
ENSG00000113758	DBN1
ENSG00000113761	ZNF346
ENSG00000113763	UNC5A
ENSG00000124491	F13A1
ENSG00000124508	BTN2A2
ENSG00000124523	SIRT5
ENSG00000124532	MRS2
ENSG00000124535	WRNIP1
ENSG00000124549	BTN2A3P
ENSG00000124557	BTN1A1
ENSG00000124568	SLC17A1
ENSG00000124570	SERPINB6
ENSG00000124575	H1-3
ENSG00000124588	NQO2
ENSG00000124610	H1-1
ENSG00000124613	ZNF391
ENSG00000124635	H2BC11
ENSG00000124766	SOX4
ENSG00000124782	RREB1
ENSG00000124783	SSR1
ENSG00000124784	RIOK1
ENSG00000124785	NRN1
ENSG00000124786	SLC35B3
ENSG00000124787	RPP40
ENSG00000124788	ATXN1
ENSG00000124789	NUP153
ENSG00000124795	DEK
ENSG00000124802	EEF1E1
ENSG00000124827	GCM2
ENSG00000127022	CANX
ENSG00000131183	SLC34A1
ENSG00000131187	F12
ENSG00000131188	PRR7
ENSG00000131446	MGAT1
ENSG00000131459	GFPT2
ENSG00000137177	KIF13A
ENSG00000137198	GMPR
ENSG00000137203	TFAP2A
ENSG00000137210	TMEM14B
ENSG00000137261	KIAA0319
ENSG00000137265	IRF4
ENSG00000137266	SLC22A23
ENSG00000137267	TUBB2A
ENSG00000137273	FOXF2
ENSG00000137274	BPHL
ENSG00000137275	RIPK1
ENSG00000137285	TUBB2B
ENSG00000137364	TPMT
ENSG00000137393	RNF144B
ENSG00000137414	FAM8A1
ENSG00000137434	C6orf52
ENSG00000145911	N4BP3
ENSG00000145912	NHP2
ENSG00000145916	RMND5B
ENSG00000145945	FAM50B
ENSG00000145949	MYLK4
ENSG00000145975	FAM217A
ENSG00000145979	TBC1D7
ENSG00000145982	FARS2
ENSG00000145990	GFOD1
ENSG00000145996	CDKAL1
ENSG00000146038	DCDC2
ENSG00000146054	TRIM7
ENSG00000146063	TRIM41
ENSG00000146067	FAM193B
ENSG00000146090	RASGEF1C
ENSG00000146094	DOK3
ENSG00000146109	ABT1
ENSG00000152954	NRSN1
ENSG00000153046	CDYL
ENSG00000153157	SYCP2L
ENSG00000153162	BMP6
ENSG00000158373	H2BC5
ENSG00000158406	H4C8
ENSG00000158553	POM121L2
ENSG00000160867	FGFR4
ENSG00000160883	HK3
ENSG00000161010	MRNIP
ENSG00000161011	SQSTM1
ENSG00000161013	MGAT4B
ENSG00000161021	MAML1
ENSG00000161055	SCGB3A1
ENSG00000164304	CAGE1
ENSG00000164385	LINC01600
ENSG00000164508	H2AC1
ENSG00000165097	KDM1B
ENSG00000165671	NSD1
ENSG00000165810	BTNL9
ENSG00000168298	H1-4
ENSG00000168405	CMAHP
ENSG00000168566	SNRNP48
ENSG00000168994	PXDC1
ENSG00000169045	HNRNPH1
ENSG00000169131	ZNF354A
ENSG00000169220	RGS14
ENSG00000169223	LMAN2
ENSG00000169228	RAB24
ENSG00000169230	PRELID1
ENSG00000170074	FAM153A
ENSG00000170089	AC106795.1
ENSG00000170542	SERPINB9
ENSG00000172197	MBOAT1
ENSG00000172201	ID4
ENSG00000174572	RPL10P2
ENSG00000175309	PHYKPL
ENSG00000175325	PROP1
ENSG00000176783	RUFY1
ENSG00000176933	TOB2P1
ENSG00000177932	ZNF354C
ENSG00000178187	ZNF454
ENSG00000178338	ZNF354B
ENSG00000180537	RNF182
ENSG00000180573	H2AC6
ENSG00000180596	H2BC4
ENSG00000180822	PSMG4
ENSG00000181315	ZNF322
ENSG00000181355	OFCC1
ENSG00000182952	HMGN4
ENSG00000183258	DDX41
ENSG00000183674	LINC00518
ENSG00000183718	TRIM52
ENSG00000184357	H1-5
ENSG00000184840	TMED9
ENSG00000185130	H2BC13
ENSG00000185689	C6orf201
ENSG00000186470	BTN3A2
ENSG00000187566	NHLRC1
ENSG00000187763	OR2B7P
ENSG00000187837	H1-2
ENSG00000188996	HUS1B
ENSG00000196670	ZFP62
ENSG00000196747	H2AC13
ENSG00000196787	H2AC11
ENSG00000196812	ZSCAN16
ENSG00000196866	H2AC7
ENSG00000196923	PDLIM7
ENSG00000197061	H4C3
ENSG00000197153	H3C12
ENSG00000197226	TBC1D9B
ENSG00000197238	H4C11
ENSG00000197279	ZNF165
ENSG00000197409	H3C4
ENSG00000197451	HNRNPAB
ENSG00000197903	H2BC12
ENSG00000197977	ELOVL2
ENSG00000198055	GRK6
ENSG00000198315	ZKSCAN8
ENSG00000198721	ECI2
ENSG00000198939	ZFP2
ENSG00000198995	MIR340
ENSG00000201048	AL358777.1
ENSG00000201185	RNA5SP202
ENSG00000201367	RNU6-522P
ENSG00000201415	RNA5SP204
ENSG00000201483	AL355336.1
ENSG00000202313	RNU1-64P
ENSG00000204628	RACK1
ENSG00000204659	CBY3
ENSG00000204661	C5orf60
ENSG00000204677	FAM153CP
ENSG00000204789	ZNF204P
ENSG00000205269	TMEM170B
ENSG00000205318	GCNT2P1
ENSG00000206671	RNU6-471P
ENSG00000207286	AL024509.1
ENSG00000207419	AL022724.1
ENSG00000212802	RPL15P3
ENSG00000213316	LTC4S
ENSG00000213328	AC104117.1
ENSG00000213347	MXD3
ENSG00000213972	AL024509.2
ENSG00000214012	KRT18P38
ENSG00000214027	ARPC3P5
ENSG00000214113	LYRM4
ENSG00000214295	FOXO1B
ENSG00000214374	RPLP2P1
ENSG00000214975	PPIAP29
ENSG00000215022	AL008729.1
ENSG00000215057	PKMP5
ENSG00000216331	H1-12P
ENSG00000216368	AL136226.1
ENSG00000216657	GLRX3P2
ENSG00000216676	AL031229.1
ENSG00000216718	AL024509.3
ENSG00000216754	AL050335.1
ENSG00000216863	LY86-AS1
ENSG00000216915	GPR89P
ENSG00000217030	AL359643.1
ENSG00000217083	MTCO2P33
ENSG00000217239	AL136968.2
ENSG00000217275	AL031777.1
ENSG00000217315	OR2W2P
ENSG00000217379	AL589647.1
ENSG00000217539	IQCB2P
ENSG00000217585	AL021407.2
ENSG00000217646	H2BC16P
ENSG00000217862	H4C10P
ENSG00000218069	RSL24D1P1
ENSG00000218227	AC136632.1
ENSG00000218265	RPS4XP7
ENSG00000218281	H2AC9P
ENSG00000218472	AL590004.2
ENSG00000218512	SPTLC1P2
ENSG00000218690	H2AC10P
ENSG00000218976	AL138725.1
ENSG00000219375	AL139095.1
ENSG00000219607	PPP1R3G
ENSG00000219682	AL133268.1
ENSG00000219738	CD83P1
ENSG00000219891	ZSCAN12P1
ENSG00000219986	BTF3P7
ENSG00000219992	AL391422.1
ENSG00000219993	AL138878.1
ENSG00000220472	AL139095.2
ENSG00000220517	ASS1P1
ENSG00000220721	OR1F12
ENSG00000220771	BOLA2P3
ENSG00000220875	H3C9P
ENSG00000221394	MIR1229
ENSG00000222383	RNA5SP203
ENSG00000222448	RN7SKP150
ENSG00000222515	RN7SKP240
ENSG00000222533	RNU6-705P
ENSG00000223321	RN7SKP293
ENSG00000224447	H3P26
ENSG00000224531	SMIM13
ENSG00000224707	E2F3-IT1
ENSG00000224843	LINC00240
ENSG00000224846	NQO2-AS1
ENSG00000225051	HMGB3P22
ENSG00000225092	AL355336.2
ENSG00000225775	AL137220.1
ENSG00000225921	NOL7
ENSG00000226314	ZNF192P1
ENSG00000226673	LINC01108
ENSG00000227089	AL031767.1
ENSG00000227803	AL158198.1
ENSG00000228170	AL031963.1
ENSG00000228223	HCG11
ENSG00000228259	AC136604.1
ENSG00000228365	AL133351.1
ENSG00000228412	LNC-LBCS
ENSG00000228478	AL138885.2
ENSG00000229282	AL031963.2
ENSG00000229401	MIR5689HG
ENSG00000229646	AL109914.1
ENSG00000229721	AC104115.1
ENSG00000229896	AL157373.2
ENSG00000229931	ATXN1-AS1
ENSG00000229950	TFAP2A-AS1
ENSG00000230269	LINC02525
ENSG00000230438	SERPINB9P1
ENSG00000230648	AL138831.1
ENSG00000230873	STMND1
ENSG00000231228	ARPP19P1
ENSG00000231662	AL357052.1
ENSG00000232234	AL355499.1
ENSG00000232654	FAM136BP
ENSG00000232947	LINC02543
ENSG00000233064	AL136307.1
ENSG00000233068	AL391422.2
ENSG00000233358	AL035401.1
ENSG00000233503	HNRNPLP1
ENSG00000233656	AL445430.1
ENSG00000233822	H2BC15
ENSG00000233848	AL513188.1
ENSG00000233937	AC008443.1
ENSG00000234115	AL138878.2
ENSG00000234261	AL138720.1
ENSG00000234284	ZNF879
ENSG00000234816	H2AC5P
ENSG00000234817	ECI2-DT
ENSG00000235051	AL357497.1
ENSG00000236336	CDYL-AS1
ENSG00000237154	MCFD2P1
ENSG00000237346	AL080313.2
ENSG00000237685	AL139039.3
ENSG00000238035	AC138035.1
ENSG00000238076	MRPL48P1
ENSG00000238221	AL139095.4
ENSG00000238610	RNU7-26P
ENSG00000239264	TXNDC5
ENSG00000239393	AC146507.1
ENSG00000240729	AC146507.2
ENSG00000240936	RN7SL554P
ENSG00000241549	GUSBP2
ENSG00000242753	AL445430.2
ENSG00000242979	RPS15AP18
ENSG00000242989	RN7SL332P
ENSG00000244041	LINC01011
ENSG00000244234	GMCL2
ENSG00000244476	ERVFRD-1
ENSG00000244945	AC136604.2
ENSG00000245060	LINC00847
ENSG00000245317	AC008393.1
ENSG00000246334	PRR7-AS1
ENSG00000246596	AC139795.1
ENSG00000247049	AC008443.2
ENSG00000247679	AC139795.2
ENSG00000247925	AL139807.1
ENSG00000248103	AC008443.3
ENSG00000248275	TRIM52-AS1
ENSG00000248367	AC008610.1
ENSG00000248473	LINC01962
ENSG00000248560	AC008620.2
ENSG00000248996	AC145098.1
ENSG00000249129	SUDS3P1
ENSG00000249140	PRDX2P3
ENSG00000249684	AC106795.2
ENSG00000249849	AC138819.1
ENSG00000250101	AC106795.3
ENSG00000250222	AC008443.5
ENSG00000250420	AACSP1
ENSG00000250509	AC034213.1
ENSG00000250749	AC122714.1
ENSG00000250900	AC008443.6
ENSG00000250903	GMDS-DT
ENSG00000250999	AC136604.3
ENSG00000251211	AC136632.2
ENSG00000251545	AC136628.2
ENSG00000251666	ZNF346-IT1
ENSG00000252046	RNU6-150P
ENSG00000252202	AC008393.2
ENSG00000252464	RN7SKP70
ENSG00000253144	AC104117.2
ENSG00000253480	AC122713.1
ENSG00000253520	AC136628.3
ENSG00000253652	AC136628.4
ENSG00000253869	PIGFP1
ENSG00000253908	AC104115.2
ENSG00000253979	AC109479.3
ENSG00000254035	AC104117.3
ENSG00000254821	AL136309.3
ENSG00000259040	BLOC1S5-TXNDC5
ENSG00000260286	ARMH2
ENSG00000260455	NBAT1
ENSG00000260604	AL590004.3
ENSG00000261071	AL441883.1
ENSG00000261189	AL031058.1
ENSG00000261211	AL031123.2
ENSG00000261839	AL358933.1
ENSG00000263667	AL035696.3
ENSG00000263712	MIR4639
ENSG00000264549	SNORD95
ENSG00000265083	MIR3691
ENSG00000265565	MIR3143
ENSG00000265818	EEF1E1-BLOC1S5
ENSG00000269293	ZSCAN16-AS1
ENSG00000269985	AL021328.1
ENSG00000270174	AL022097.1
ENSG00000270504	AL391422.4
ENSG00000270706	PRMT1P1
ENSG00000271361	HTATSF1P2
ENSG00000271727	AL357054.2
ENSG00000271755	AL031118.1
ENSG00000271888	AL136162.1
ENSG00000271897	AL357518.1
ENSG00000271911	AL357054.3
ENSG00000271978	AL359643.2
ENSG00000272009	AL121944.2
ENSG00000272097	AL024498.1
ENSG00000272142	AL359643.3
ENSG00000272162	AL024498.2
ENSG00000272168	CASC15
ENSG00000272209	AL023583.1
ENSG00000272248	AL138831.2
ENSG00000272269	AL138724.2
ENSG00000272277	AL031963.3
ENSG00000272279	AL512329.2
ENSG00000272296	SNORD96A
ENSG00000272312	AL133255.1
ENSG00000272341	AL137003.1
ENSG00000272345	AL031775.1
ENSG00000272379	AL008729.2
ENSG00000272402	AL031775.2
ENSG00000272459	AC139795.3
ENSG00000272462	U91328.1
ENSG00000272468	AL021807.1
ENSG00000272558	U91328.2
ENSG00000273542	H4C12
ENSG00000273703	H2BC14
ENSG00000273802	H2BC8
ENSG00000273983	H3C8
ENSG00000274290	H2BC6
ENSG00000274525	AC008443.7
ENSG00000274618	H4C6
ENSG00000274641	H2BC17
ENSG00000274716	AC136628.5
ENSG00000274750	H3C6
ENSG00000274997	H2AC12
ENSG00000275126	H4C13
ENSG00000275221	H2AC15
